PROJECT,Discipline,Group Type,Hours,Employee GEN,End of Week
16FHXZ02,Building Mechanical,Engineering,40.0,000264628,2025-01-24
16FHXZ02,Building Mechanical,Engineering,40.0,000264628,2025-01-31
16FHXZ02,Building Mechanical,Engineering,35.0,000264628,2025-02-07
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-10-11
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-10-18
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-10-25
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-11-01
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-11-08
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-11-15
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-11-22
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-11-29
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-12-06
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-12-13
16FIZZ02,Quality,Non Engineering,1.0,000161684,2024-12-20
16FTZZ03,Project Services,Non Engineering,1.0,000166661,2025-01-31
16FTZZ03,Project Services,Non Engineering,1.5,000166661,2025-02-07
16FTZZ03,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ03,Project Services,Non Engineering,1.0,000238271,2024-10-11
16FTZZ03,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ03,Project Services,Non Engineering,0.5,000238271,2024-10-25
16FTZZ03,Project Services,Non Engineering,0.5,000238271,2024-11-01
16FTZZ03,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ03,Project Services,Non Engineering,0.5,000238271,2024-11-15
16FTZZ03,Project Services,Non Engineering,0.5,000238271,2024-11-22
16FTZZ03,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ03,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ03,Project Services,Non Engineering,0.5,000238271,2024-12-13
16FTZZ03,Project Services,Non Engineering,1.25,000238271,2025-01-17
16FTZZ05,Project Services,Non Engineering,1.0,000166661,2025-01-31
16FTZZ05,Project Services,Non Engineering,1.5,000166661,2025-02-07
16FTZZ05,Project Services,Non Engineering,1.25,000238271,2025-01-17
16FTZZ06,Project Services,Non Engineering,3.0,000166661,2025-01-31
16FTZZ06,Project Services,Non Engineering,3.0,000166661,2025-02-07
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-10-04
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-10-11
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-10-18
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-10-25
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-11-01
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-11-08
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-11-15
16FTZZ06,Project Services,Non Engineering,1.0,000238271,2024-11-22
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-11-29
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-12-06
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-12-13
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2024-12-20
16FTZZ06,Project Services,Non Engineering,2.0,000238271,2025-01-10
16FTZZ06,Project Services,Non Engineering,3.0,000238271,2025-01-17
16FTZZ06,Project Services,Non Engineering,1.0,000238271,2025-01-24
16FTZZ08,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ08,Project Services,Non Engineering,1.0,000238271,2024-10-11
16FTZZ08,Project Services,Non Engineering,1.0,000238271,2024-10-18
16FTZZ11,Project Services,Non Engineering,2.0,000166661,2025-01-31
16FTZZ11,Project Services,Non Engineering,2.0,000166661,2025-02-07
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-10-11
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-10-18
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-10-25
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-11-01
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ11,Project Services,Non Engineering,0.5,000238271,2024-12-13
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2025-01-10
16FTZZ11,Project Services,Non Engineering,2.0,000238271,2025-01-17
16FTZZ11,Project Services,Non Engineering,1.0,000238271,2025-01-24
16FTZZ12,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ12,Project Services,Non Engineering,1.0,000238271,2024-10-11
16FTZZ12,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ12,Project Services,Non Engineering,0.5,000238271,2024-10-25
16FTZZ12,Project Services,Non Engineering,0.5,000238271,2024-11-01
16FTZZ12,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ12,Project Services,Non Engineering,0.5,000238271,2024-11-15
16FTZZ12,Project Services,Non Engineering,0.5,000238271,2024-11-22
16FTZZ12,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ12,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ12,Project Services,Non Engineering,0.5,000238271,2024-12-13
16FTZZ13,Project Services,Non Engineering,1.0,000166661,2025-01-31
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-10-11
16FTZZ13,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-10-25
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-11-01
16FTZZ13,Project Services,Non Engineering,2.0,000238271,2024-11-08
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ13,Project Services,Non Engineering,0.5,000238271,2024-11-22
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ13,Project Services,Non Engineering,0.5,000238271,2024-12-13
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ13,Project Services,Non Engineering,1.5,000238271,2025-01-10
16FTZZ13,Project Services,Non Engineering,1.0,000238271,2025-01-17
16FTZZ13,Project Services,Non Engineering,-1.5,000238271,2025-01-24
16FTZZ13,Project Services,Non Engineering,-1.0,000238271,2025-01-31
16FTZZ15,Project Services,Non Engineering,1.0,000166661,2025-01-31
16FTZZ15,Project Services,Non Engineering,1.5,000166661,2025-02-07
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-10-11
16FTZZ15,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-10-25
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-11-01
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ15,Project Services,Non Engineering,0.5,000238271,2024-11-22
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ15,Project Services,Non Engineering,0.5,000238271,2024-12-13
16FTZZ15,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ15,Project Services,Non Engineering,1.5,000238271,2025-01-10
16FTZZ15,Project Services,Non Engineering,1.25,000238271,2025-01-17
16FTZZ15,Project Services,Non Engineering,-1.5,000238271,2025-01-24
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-10-04
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-10-11
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-10-18
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-10-25
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-11-01
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-11-08
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-11-15
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-11-29
16FTZZ19,Project Services,Non Engineering,1.5,000238271,2024-12-06
16FTZZ19,Project Services,Non Engineering,1.0,000238271,2024-12-13
16FTZZ20,Project Services,Non Engineering,1.0,000166661,2025-01-31
16FTZZ20,Project Services,Non Engineering,1.0,000166661,2025-02-07
16FTZZ20,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ20,Project Services,Non Engineering,1.5,000238271,2024-10-11
16FTZZ20,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ20,Project Services,Non Engineering,0.5,000238271,2024-10-25
16FTZZ20,Project Services,Non Engineering,0.5,000238271,2024-11-01
16FTZZ20,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ20,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ20,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ20,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ20,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ20,Project Services,Non Engineering,1.5,000238271,2025-01-10
16FTZZ20,Project Services,Non Engineering,-1.5,000238271,2025-01-24
16FTZZ25,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ25,Project Services,Non Engineering,1.5,000238271,2024-10-11
16FTZZ25,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ25,Project Services,Non Engineering,0.5,000238271,2024-10-25
16FTZZ25,Project Services,Non Engineering,0.5,000238271,2024-11-01
16FTZZ25,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ25,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ25,Project Services,Non Engineering,0.5,000238271,2024-11-22
16FTZZ25,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ25,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ25,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ25,Project Services,Non Engineering,-1.0,000238271,2025-01-10
16FTZZ26,Project Services,Non Engineering,1.0,000238271,2024-10-04
16FTZZ26,Project Services,Non Engineering,-1.0,000238271,2024-10-11
16FTZZ26,Project Services,Non Engineering,-2.0,000238271,2024-11-08
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-10-18
16FTZZ27,Project Services,Non Engineering,0.5,000238271,2024-10-25
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-11-01
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ27,Project Services,Non Engineering,0.5,000238271,2024-11-22
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ27,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ27,Project Services,Non Engineering,1.5,000238271,2025-01-10
16FTZZ27,Project Services,Non Engineering,-1.5,000238271,2025-01-24
16FTZZ28,Project Services,Non Engineering,-0.2,000161738,2024-12-06
16FTZZ29,Project Services,Non Engineering,0.5,000166661,2025-01-24
16FTZZ29,Project Services,Non Engineering,3.0,000166661,2025-01-31
16FTZZ29,Project Services,Non Engineering,1.0,000166661,2025-02-07
16FTZZ29,Project Services,Non Engineering,3.0,000238271,2024-10-04
16FTZZ29,Project Services,Non Engineering,1.5,000238271,2024-10-11
16FTZZ29,Project Services,Non Engineering,0.5,000238271,2024-10-18
16FTZZ29,Project Services,Non Engineering,1.0,000238271,2024-10-25
16FTZZ29,Project Services,Non Engineering,1.0,000238271,2024-11-01
16FTZZ29,Project Services,Non Engineering,1.0,000238271,2024-11-08
16FTZZ29,Project Services,Non Engineering,1.0,000238271,2024-11-15
16FTZZ29,Project Services,Non Engineering,1.0,000238271,2024-11-29
16FTZZ29,Project Services,Non Engineering,0.5,000238271,2024-12-06
16FTZZ29,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ29,Project Services,Non Engineering,1.5,000238271,2025-01-10
16FTZZ29,Project Services,Non Engineering,2.0,000238271,2025-01-17
16FTZZ29,Project Services,Non Engineering,2.0,000238271,2025-01-24
16FTZZ31,Project Services,Non Engineering,0.2,000161738,2024-12-06
16FTZZ31,Project Services,Non Engineering,1.5,000238271,2024-11-29
16FTZZ31,Project Services,Non Engineering,1.0,000238271,2024-12-06
16FTZZ31,Project Services,Non Engineering,1.0,000238271,2024-12-20
16FTZZ31,Project Services,Non Engineering,1.5,000238271,2025-01-10
16FTZZ31,Project Services,Non Engineering,-1.5,000238271,2025-01-24
16FTZZ34,Project Services,Non Engineering,1.5,000166661,2025-01-31
16FTZZ34,Project Services,Non Engineering,1.0,000166661,2025-02-07
16FTZZ34,Project Services,Non Engineering,0.5,000238271,2025-01-17
16FTZZ34,Project Services,Non Engineering,1.0,000238271,2025-01-24
16FTZZ35,Project Services,Non Engineering,0.5,000166661,2025-01-31
16FTZZ35,Project Services,Non Engineering,0.5,000166661,2025-02-07
16FTZZ35,Project Services,Non Engineering,2.0,000238271,2025-01-10
16FTZZ35,Project Services,Non Engineering,0.5,000238271,2025-01-17
16FTZZ35,Project Services,Non Engineering,-1.25,000238271,2025-01-24
16GAAM01,Electrical,Engineering,1.5,000225056,2025-01-10
16GAAM01,Electrical,Engineering,-1.5,000225056,2025-02-07
16GAAT01,Electrical,Engineering,8.5,000185895,2024-11-29
16GAAT01,Electrical,Engineering,29.5,000185895,2024-12-06
16GAAT01,Electrical,Engineering,33.0,000185895,2024-12-13
16GAAT01,Electrical,Engineering,17.0,000185895,2024-12-20
16GAAT01,Electrical,Engineering,31.5,000185895,2025-01-10
16GAAT01,Electrical,Engineering,40.0,000185895,2025-01-17
16GAAT01,Electrical,Engineering,40.0,000185895,2025-01-24
16GAAT01,Electrical,Engineering,34.0,000185895,2025-01-31
16GAAV01,Electrical,Engineering,6.0,000185895,2025-01-31
16GAAV01,Electrical,Engineering,34.0,000185895,2025-02-07
16GAAV01,Electrical,Engineering,17.0,000225069,2024-10-04
16GAAV01,Electrical,Engineering,6.0,000225069,2024-10-11
16GAAV01,Electrical,Engineering,40.0,000225069,2024-10-18
16GAAV01,Electrical,Engineering,33.0,000225069,2024-10-25
16GAAV01,Electrical,Engineering,8.5,000225069,2024-11-08
16GAAV01,Electrical,Engineering,14.5,000225069,2024-11-15
16GAAV01,Electrical,Engineering,27.0,000225069,2024-11-22
16GAAV01,Electrical,Engineering,15.5,000225069,2024-11-29
16GAAV01,Electrical,Engineering,1.0,000225069,2024-12-06
16GAAV01,Electrical,Engineering,15.0,000225069,2024-12-13
16GAAV01,Electrical,Engineering,27.0,000225069,2024-12-20
16GAAV01,Electrical,Engineering,8.5,000225069,2024-12-27
16GAAV01,Electrical,Engineering,14.5,000225069,2025-01-03
16GAAV01,Electrical,Engineering,31.5,000225069,2025-01-10
16GAAV01,Electrical,Engineering,28.0,000225069,2025-01-17
16GAAV01,Electrical,Engineering,7.0,000225069,2025-01-24
16GAAX01,Electrical,Engineering,6.0,000185895,2025-02-07
16GAAX01,Electrical,Engineering,19.5,000225069,2024-11-01
16GAAX01,Electrical,Engineering,17.5,000225069,2024-11-08
16GAAX01,Electrical,Engineering,17.0,000225069,2024-11-15
16GAAX01,Electrical,Engineering,4.0,000225069,2024-11-22
16GAAX01,Electrical,Engineering,16.5,000225069,2024-11-29
16GAAX01,Electrical,Engineering,17.0,000225069,2024-12-06
16GAAX01,Electrical,Engineering,18.0,000225069,2024-12-13
16GAFZ01,Architectural,Engineering,6.0,000161267,2024-12-13
16GAFZ01,Architectural,Engineering,34.0,000161267,2024-12-20
16GAFZ01,Architectural,Engineering,13.5,000161267,2025-01-03
16GAFZ01,Architectural,Engineering,22.0,000161267,2025-01-10
16GAFZ01,Architectural,Engineering,14.5,000161267,2025-01-17
16GAFZ01,Architectural,Engineering,20.0,000161267,2025-01-24
16GAFZ01,Architectural,Engineering,19.0,000161267,2025-01-31
16GAFZ01,Architectural,Engineering,13.5,000161267,2025-02-07
16GAFZ01,Electrical,Engineering,4.0,000225056,2024-12-06
16GAFZ01,Electrical,Engineering,6.0,000225056,2024-12-20
16GAFZ01,Building Mechanical,Engineering,18.5,000263528,2025-01-17
16GAFZ01,Building Mechanical,Engineering,33.0,000263528,2025-01-24
16GAFZ01,Building Mechanical,Engineering,5.5,000263528,2025-02-07
16GAPZ01,Electrical,Engineering,14.5,000162009,2025-01-10
16GAPZ01,Electrical,Engineering,28.0,000162009,2025-01-17
16GAPZ01,Electrical,Engineering,40.0,000162009,2025-01-24
16GAPZ01,Electrical,Engineering,23.0,000162009,2025-01-31
16GAPZ01,Electrical,Engineering,36.0,000162009,2025-02-07
16GAPZ01,Digital Delivery,Engineering,7.5,000215135,2024-12-13
16GAPZ01,Digital Delivery,Engineering,2.0,000215135,2025-01-10
16GAPZ01,Digital Delivery,Engineering,13.0,000215135,2025-01-17
16GAPZ01,Digital Delivery,Engineering,4.0,000215135,2025-01-24
16GAPZ01,Digital Delivery,Engineering,2.0,000215135,2025-01-31
16GAPZ01,Digital Delivery,Engineering,15.0,000215135,2025-02-07
16GAPZ01,Civil Regulated Water,Engineering,40.0,000216823,2025-02-07
16GAPZ01,Electrical,Engineering,21.0,000225069,2025-01-24
16GAPZ01,Electrical,Engineering,40.0,000225069,2025-01-31
16GAPZ01,Electrical,Engineering,40.0,000225069,2025-02-07
16GAPZ01,Structural B&I,Engineering,36.0,000232021,2025-01-24
16GAPZ01,Structural B&I,Engineering,40.0,000232021,2025-01-31
16GAPZ01,Structural B&I,Engineering,40.0,000232021,2025-02-07
16GAPZ01,Electrical,Engineering,5.0,000248209,2025-01-17
16GAPZ01,Electrical,Engineering,21.5,000248209,2025-01-31
16GAPZ01,Electrical,Engineering,40.0,000248209,2025-02-07
16GAQZ01,Building Mechanical,Engineering,6.0,000203447,2025-01-17
16GAQZ01,Building Mechanical,Engineering,13.5,000203447,2025-01-24
16GAQZ01,Building Mechanical,Engineering,5.5,000203447,2025-01-31
16GAQZ01,Building Mechanical,Engineering,18.0,000203447,2025-02-07
16GAWZ01,Electrical,Engineering,1.5,000225056,2025-02-07
16KC00LC,Project Services,Non Engineering,23.0,000262267,2024-10-04
16KC00LC,Project Services,Non Engineering,40.0,000262267,2024-10-11
16KC00LC,Project Services,Non Engineering,40.0,000262267,2024-10-18
16KC00LC,Project Services,Non Engineering,40.0,000262267,2024-10-25
16KC00LC,Project Services,Non Engineering,34.0,000262267,2024-11-01
16KC00LC,Project Services,Non Engineering,40.0,000262267,2024-11-08
16KC0185,Project Services,Non Engineering,6.0,000233516,2024-11-29
16KC0185,Project Services,Non Engineering,6.5,000233516,2024-12-06
16KC0185,Project Services,Non Engineering,5.0,000233516,2024-12-13
16KC0185,Project Services,Non Engineering,2.0,000233516,2024-12-20
16KC0185,Project Services,Non Engineering,1.5,000233516,2025-01-03
16KC0185,Project Services,Non Engineering,4.0,000233516,2025-01-10
16M91133,Quality,Non Engineering,15.0,000161684,2024-10-11
16M91133,Quality,Non Engineering,17.0,000161684,2024-10-18
16M91133,Quality,Non Engineering,15.0,000161684,2024-10-25
16M91133,Quality,Non Engineering,14.5,000161684,2024-11-01
16M91133,Quality,Non Engineering,14.0,000161684,2024-11-08
16M91133,Quality,Non Engineering,20.0,000161684,2024-11-15
16M91133,Quality,Non Engineering,13.5,000161684,2024-11-22
16M91133,Quality,Non Engineering,20.0,000161684,2024-11-29
16M91133,Quality,Non Engineering,18.0,000161684,2024-12-06
16M91133,Quality,Non Engineering,18.0,000161684,2024-12-13
16M91133,Quality,Non Engineering,20.0,000161684,2024-12-20
